PK_COD_ENTIDADE,ID_LATITUDE,ID_LONGITUDE,Nome_Escola,REDE,Municipio,NO_DISTRITO,Endereco,Nr_Endereco,Bairro,CEP,Telefone,Fax,Correio_Eletronico,Situacao_Funcionamento,ACESSIBILIDADE,DEPENDENCIAS_PNE,SANITARIO_PNE,REFEITORIO,DESPENSA,ALMOXARIFADO,AUDITORIO,LABORATORIO_INFORMATICA,LABORATORIO_CIENCIAS,SALA_ATENDIMENTO_ESPECIAL,QUADRA_ESPORTES_COBERTA,QUADRA_ESPORTES_DESCOBERTA,PATIO_COBERTO,PATIO_DESCOBERTO,PARQUE_INFANTIL,COZINHA,BIBLIOTECA,BERCARIO,SANITARIO_DENTRO_PREDIO,SANITARIO_FORA_PREDIO,SANITARIO_EI,BANHEIRO_CHUVEIRO,LAVANDERIA,DEPENDENCIAS_OUTRAS,NUM_SALAS_EXISTENTES,NUM_SALAS_UTILIZADAS,SALA_LEITURA,AREA_VERDE,NUM_FUNCIONARIOS,ALIMENTACAO,INTERNET,BANDA_LARGA,COMPUTADORES,NUM_COMPUTADORES,COMPUSOALUNOS,EQUIP_DVD,EQUIP_SOM,EQUIP_MULTIMIDIA,EQUIP_TV,EQUIP_VIDEOCASSETE,ABRE_FINAL_SEMANA,NESCCRECHER,MATCRECHE,Dependencia_Administrativa,CATESCPRIVADA,
35181894,-46.4343,-23.5487,CEI INDIR NOGUEIRA SUDESTE,Privada,SAO PAULO,JOSE BONIFACIO,RUA CESAR DOMENICO,112,CONJUNTO RESIDENCIAL JOSE BONIFACIO,8255480,25210249,,CEI1@DOMBOSCOITAQUERA.ORG.BR,Em Atividade,Sim,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,,Não,Não,Não,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Sim,Não,10,10,Sim,Não,21,Sim,,,Não,0,0,Não,Sim,Não,Sim,Sim,Não,1,135,Privada,Filantropica,
35181900,-46.4335,-23.5413,CEI INDIR JOSE BONIFACIO BOM PASTOR II,Privada,SAO PAULO,JOSE BONIFACIO,NAGIB FARAH MALUF,1410,CONJUNTO RESIDENCIAL JOSE BONIFACIO,8255000,20714877,,CEI2@DOMBOSCOITAQUERA.ORG.BR,Em Atividade,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,,Não,Não,Não,Não,Sim,Não,Sim,Sim,Não,Não,Não,Sim,Não,7,7,Não,Não,19,Sim,,,Não,0,0,Sim,Sim,Não,Sim,Sim,Não,1,108,Privada,Filantropica,
35181912,-46447,-23.6084,CEI INDIR JARDIM DA CONQUISTA,Privada,SAO PAULO,IGUATEMI,TRAVESSA SINHA MOCA,879,JARDIM DA CONQUISTA,8344000,27312759,,,Em Atividade,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,,Não,Não,Não,Sim,Sim,Não,Sim,Não,Não,Sim,Não,Sim,Não,10,10,Não,Não,32,Sim,,,Não,0,0,Sim,Sim,Não,Sim,Não,Não,1,189,Privada,Filantropica,
35181924,-46.4867,-23.5524,CEI INDIR JOSE DE ANCHIETA PE,Privada,SAO PAULO,ARTUR ALVIM,SYLVIO TORRES,401,CONJUNTO HABITACIONAL PADRE JOSE DE ANCH,3589010,27423315,,CRECHEPQPRINCIPE@YAHOO.COM.BR,Em Atividade,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,,Não,Não,Não,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Sim,Não,8,8,Não,Não,29,Sim,Sim,Possui,Sim,5,0,Sim,Sim,Sim,Sim,Sim,Não,1,170,Privada,Filantropica,
35181936,-46.4718,-23.5609,CEI INDIR NOSSA SENHORA APARECIDA,Privada,SAO PAULO,PARQUE DO CARMO,ONOFRE JORGE VELHO,101,CIDADE LIDER,8280330,27489797,,,Em Atividade,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,,Não,Não,Não,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Não,8,8,Não,Não,23,Sim,,,Não,0,0,Sim,Sim,Não,Sim,Não,Não,1,141,Privada,Filantropica,
35181961,-46.48378122,-23.56442667,CEI INDIR JOAQUIM ALENCAR SEIXAS,Privada,SAO PAULO,CIDADE LIDER,RUA ALEXANDRE CHEID,602,PARQUE SAVOI CITY,3570100,27439811,,,Em Atividade,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,,Não,Não,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Não,7,7,Não,Sim,27,Sim,Sim,Possui,Sim,2,0,Sim,Sim,Não,Sim,Sim,Não,1,154,Privada,Filantropica,
35181973,-46.50233303,-23.55844057,CEI INDIR JARDIM ELIANE,Privada,SAO PAULO,CIDADE LIDER,MARIA DO CARMO DE FREITAS,SN,JARDIM ELIANE,3578225,27245025,,CRECHEELIANE@IG.COM.BR,Em Atividade,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,,Não,Não,Não,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Não,7,7,Não,Não,15,Sim,Não,,Sim,2,0,Não,Não,Sim,Não,Não,Não,1,151,Privada,Filantropica,
35181985,-46.4928,-23556,CEI INDIR SANTA TEREZA,Privada,SAO PAULO,CIDADE LIDER,ACANTO,73,JARDIM BRASILIA,3583070,27414052,,INESBONETTE@HOTMAIL.COM,Em Atividade,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,,Não,Não,Não,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,6,6,Não,Não,8,Sim,,,Não,0,0,Não,Sim,Não,Sim,Sim,Não,1,80,Privada,Filantropica,
35182000,-46.45922583,-23.55297234,CR P CONV SANTA MARCELINA CENTRO INFANTIL CRECHE,Privada,SAO PAULO,PARQUE DO CARMO,RIO DO OESTE,110,ITAQUERA,8290560,20706257,25248418,CENTROINFANTIL@SANTAMARCELINA.ORG,Em Atividade,Não,Não,Não,Sim,Sim,Sim,Não,Sim,Não,Não,,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,14,14,Não,Não,55,Sim,Sim,Possui,Sim,13,10,Sim,Sim,Sim,Sim,Sim,Não,1,374,Privada,Filantropica,
35182011,-46.44948927,-23.583441,CEI INDIR GLEBA DO PESSEGO,Privada,SAO PAULO,PARQUE DO CARMO,MALMEQUER-DO-CAMPO,1235,GLEBA DO PESSEGO,8265380,25214171,,PROJETOS@PERSEVERANCA.ORG.BR,Em Atividade,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,7,7,Não,Sim,24,Sim,Não,,Sim,2,0,Sim,Sim,Sim,Sim,Sim,Não,1,127,Privada,Filantropica,
35182023,-46.4833,-23.6023,CR P CONV DIVINEIA,Privada,SAO PAULO,SAO MATEUS,VIELA NOSSA SENHORA APARECIDA,13,SAO MATEUS,3961040,20152376,,,Em Atividade,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,,Não,Não,Não,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,3,3,Não,Não,12,Sim,Sim,Possui,Sim,2,0,Sim,Sim,Não,Sim,Sim,Não,1,70,Privada,Filantropica,
35182035,-46.47098916,-23.61989721,CR P CONV PERSEVERANCA - UNIDADES VIII,Privada,SAO PAULO,SAO RAFAEL,MARCAL DE LEMOS,226,JARDIM VERA CRUZ ZONA LESTE,8310600,29193439,,PROJETOS@PERSEVERANCA.ORG.BR,Em Atividade,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Sim,Não,Sim,Não,10,10,Sim,Não,38,Sim,Sim,Não possui,Sim,1,0,Sim,Sim,Não,Sim,Sim,Não,1,240,Privada,Filantropica,
35182047,-46.4336,-23.6072,CEI INDIR BENEDITO COSTA CARVALHO DR,Privada,SAO PAULO,IGUATEMI,RUA PIRAMIDE DOS PIQUES,102,JARDIM DAS LARANJEIRAS,8381020,27361823,,CEICOSTACARVALHO@IG.COM.BR,Em Atividade,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,,Não,Não,Não,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Sim,Não,7,7,Não,Não,26,Sim,Sim,Possui,Sim,3,0,Sim,Não,Não,Sim,Não,Não,1,164,Privada,Filantropica,
35182059,-46.4466,-23626,CR P CONV NS SRA DA PROVIDENCIA,Privada,SAO PAULO,SAO RAFAEL,AV DOS SERTANISTAS,433,JARDIM STO ANDRE,8390240,27515050,,CRECHEPROVIDENCIA@IG.COM.BR,Em Atividade,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,,Não,Não,Não,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Sim,Não,6,6,Não,Não,20,Sim,Sim,Possui,Sim,1,0,Sim,Sim,Não,Sim,Sim,Não,1,122,Privada,Filantropica,
35182060,-46.5028,-23.5895,CEI INDIR JARDIM IMPERADOR,Privada,SAO PAULO,SAO MATEUS,RUA JOSE ROBERTO PEREIRA,171,JARDIM IMPERADOR,3934010,27241305,27241305,CRECHEIMPERADOR@IG.COM.BR,Em Atividade,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,,Não,Não,Não,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Sim,Não,9,9,Não,Não,31,Sim,Sim,Possui,Sim,1,0,Sim,Sim,Não,Sim,Sim,Não,1,183,Privada,Filantropica,
35182072,-46.4679,-23.61,CR P CONV CANTINHO DA ALEGRIA,Privada,SAO PAULO,SAO MATEUS,RUA TOURO,156,CIDADE SATELITE SANTA BARBARA,8331030,29626053,29626053,CRECHE.CANTINHODAALEGRIA@HOTMAIL.COM,Em Atividade,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,,Não,Sim,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Sim,Não,4,4,Não,Não,11,Sim,Sim,Possui,Sim,2,0,Sim,Sim,Não,Sim,Não,Não,1,60,Privada,Filantropica,
35182084,-46.4475,-23.6064,CR P CONV CRESCENDO E APRENDENDO,Privada,SAO PAULO,IGUATEMI,TRAVESSA LA VIOLETEIRA,42,JARDIM DA CONQUISTA,8343200,27310805,,TATI_MLDS@HOTMAIL.COM,Em Atividade,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Sim,Não,4,4,Não,Não,11,Sim,Sim,Não possui,Sim,3,0,Sim,Sim,Não,Sim,Sim,Não,1,58,Privada,Filantropica,
35182096,-46.4542,-23.6021,CEI INDIR ANTONIO ASSUNCAO FERREIRA,Privada,SAO PAULO,IGUATEMI,RUA SEBASTIAO MOREIRA,736,PARQUE BOA ESPERANCA,8341020,27311614,27311614,CRECHEAAF@IG.COM.BR,Em Atividade,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,,Não,Não,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,Não,Sim,Não,8,8,Não,Não,23,Sim,Sim,Possui,Sim,7,0,Sim,Sim,Não,Sim,Não,Não,1,125,Privada,Filantropica,
35182102,-46.49249727,-23.58588314,CR P CONV PERSEVERANCA - UNIDADE II,Privada,SAO PAULO,SAO MATEUS,RUA DOUTOR APARICIO LUIS PUGLIESI,100,JARDIM NOVE DE JULHO,3947070,29191252,,PROJETOS@PERSEVERANCA.ORG.BR,Em Atividade,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,7,7,Não,Sim,18,Sim,Sim,Possui,Sim,2,0,Sim,Sim,Não,Sim,Sim,Não,1,108,Privada,Filantropica,
35182114,-46.4411,-23.6326,CR P CONV SANTA RITA DE CASSIA,Privada,SAO PAULO,SAO RAFAEL,DOM MATEUS DE ABREU PEREIRA,579,JARDIM SANTO ANDRE,8390040,27535055,,,Em Atividade,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,,Não,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,37,37,Não,Sim,108,Sim,Sim,Possui,Sim,7,0,Sim,Sim,Sim,Sim,Sim,Não,1,712,Privada,Filantropica,
35182126,-46.4558,-23.6234,CEI INDIR RIO CLARO,Privada,SAO PAULO,SAO RAFAEL,DOM BENITO FEIJO,42,CONJUNTO PROMORAR RIO CLARO,8395090,27513219,27513219,CRECHE7@CAPSNOSSOLAR.ORG.BR,Em Atividade,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,,Não,Não,Não,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Sim,Não,9,9,Não,Não,29,Sim,Não,,Sim,1,0,Sim,Sim,Não,Sim,Sim,Não,1,152,Privada,Filantropica,
35182138,-46.4567,-23.6315,CEI INDIR JARDIM SAO FRANCISCO,Privada,SAO PAULO,SAO RAFAEL,TRAVESSA DA IDADE MADURA,58,JARDIM RODOLFO PIRANI,8311480,27517957,,CEIJD_SAOFRANCISCO@IG.COM.BR,Em Atividade,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,,Não,Não,Não,Sim,Sim,Não,Sim,Sim,Não,Sim,Não,Sim,Não,9,9,Não,Não,30,Sim,Sim,Possui,Sim,2,0,Sim,Sim,Não,Sim,Sim,Não,1,192,Privada,Filantropica,
35182148,-46.4591,-23.5973,CR P CONV TABOR,Privada,SAO PAULO,IGUATEMI,ESTRADA DA COLONIA,120,JARDIM SAO GONCALO,8370190,27352125,27352125,CRECHETABOR@HOTMAIL.COM,Em Atividade,Não,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Não,,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,25,25,Não,Não,76,Sim,,,Não,0,0,Sim,Sim,Sim,Sim,Sim,Não,1,398,Privada,Filantropica,
35182151,-46.4821,-23.6,CR P CONV PAROQUIA SAO MATEUS APOSTOLO,Privada,SAO PAULO,SAO MATEUS,RUA ANGELO DE CANDIA,1220,CIDADE SAO MATEUS,3958000,20199046,20199046,CRECHESM@TERRA.COM.BR,Em Atividade,Sim,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,,Não,Sim,Não,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Sim,Não,9,9,Não,Não,33,Sim,Sim,Possui,Sim,4,0,Sim,Sim,Sim,Sim,Sim,Não,1,201,Privada,Filantropica,
35182163,-46.4836,-23.6004,CEI INDIR EUNICE PINHEIRO MACHADO PADOVAN PROFA,Privada,SAO PAULO,SAO MATEUS,RUA VITORIO AZZALIN,416,CIDADE SAO MATEUS,3961090,20153593,29625834,CEIEUNICEPADOVAN@IG.COM.BR,Em Atividade,Sim,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,,Não,Não,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,26,26,Não,Sim,71,Sim,Sim,Possui,Sim,6,0,Sim,Sim,Não,Sim,Não,Não,1,484,Privada,Filantropica,
35182175,-46.4942,-23.6219,CR P CONV DANIEL COMBONI I,Privada,SAO PAULO,SAPOPEMBA,ALTO JARDIM,64,FAZENDA DA JUTA,3977690,20118654,,,Em Atividade,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,,Não,Não,Não,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,11,11,Não,Não,18,Sim,Sim,Possui,Sim,1,0,Não,Sim,Não,Sim,Sim,Não,1,117,Privada,Filantropica,
35182187,-46.5126,-23.5912,CR P CONV LUCIANO MENDES DE ALMEIDA DOM,Privada,SAO PAULO,SAPOPEMBA,ESTEBAN ARACIEL,87,PARQUE DOS BANCARIOS,3923055,27219844,27219844,DOMLUCIANO.SINHA@YAHOO.COM.BR,Em Atividade,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,,Não,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não,Sim,Não,11,11,Não,Não,27,Sim,Sim,Possui,Sim,1,0,Sim,Sim,Sim,Sim,Sim,Não,1,192,Privada,Filantropica,
35182205,-46.4751,-23.6016,CEI INDIR VILA FLAVIA,Privada,SAO PAULO,SAO MATEUS,RUA LUIS ROSSETI,496,CIDADE SAO MATEUS,3964030,20117803,,CEIVILAFLAVIA@TERRA.COM.BR,Em Atividade,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,,Não,Não,Não,Sim,Sim,Não,Sim,Não,Não,Sim,Não,Sim,Não,10,10,Não,Não,36,Sim,Sim,Possui,Sim,2,0,Sim,Sim,Sim,Sim,Sim,Não,1,225,Privada,Filantropica,
35182217,-46.4958,-23.5462,CEI INDIR SHIRO KYONO VER,Privada,SAO PAULO,ARTUR ALVIM,RUA PROFESSOR THIRE,231,VILA NHOCUNE,3561010,27482239,27482239,CEISHIROKYONO@BOL.COM.BR,Em Atividade,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,,Não,Não,Não,Sim,Sim,Não,Sim,Sim,Não,Não,Sim,Sim,Não,7,7,Não,Não,19,Sim,Sim,Possui,Sim,5,2,Sim,Sim,Não,Sim,Sim,Não,1,123,Privada,Filantropica,
35182229,-46.5274,-23.5402,CR P CONV TERESA DE CALCUTA ME,Privada,SAO PAULO,VILA MATILDE,CORONEL DONATO,209,VILA MATILDE,3512030,26531433,,ASSOCIACAOMADRE@TERRA.COM.BR,Em Atividade,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,,Não,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Não,Sim,Não,7,7,Não,Não,24,Sim,Sim,Não possui,Sim,1,0,Sim,Sim,Não,Sim,Não,Não,1,139,Privada,Filantropica,
35182242,-46.5099,-23.5388,CEI INDIR ANTONIO ELPIDIO DA SILVA,Privada,SAO PAULO,VILA MATILDE,RUA LINO CUNHA,375,CIDADE PATRIARCA,3547080,69588822,,,Em Atividade,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,,Não,Não,Não,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Sim,Não,8,8,Não,Não,26,Sim,,,Não,0,0,Sim,Não,Não,Sim,Não,Não,1,148,Privada,Filantropica,
35182291,-46579,-23.5538,CR P CONV JOSE PE,Privada,SAO PAULO,AGUA RASA,RUA JOAO SOARES,7,QUARTA PARADA,3175070,26053227,,CRPADREJOSE@HOTMAIL.COM,Em Atividade,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,,Não,Não,Sim,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,5,5,Não,Não,12,Sim,,,Não,0,0,Sim,Sim,Não,Sim,Não,Não,1,60,Privada,Filantropica,
35182308,-46.5691,-23.5616,CR P CONV NOSSO LAR I,Privada,SAO PAULO,AGUA RASA,MANAGE,78,VILA REGENTE FEIJO,3347010,20210533,,CRECHE1@CAPSNOSSOLAR.ORG.BR,Em Atividade,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,,Não,Não,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Não,Sim,Não,4,4,Não,Não,15,Sim,Sim,Não possui,Sim,1,0,Sim,Sim,Não,Sim,Sim,Não,1,60,Privada,Filantropica,
35182312,-46.5782,-23.5729,CR P CONV IRMA CHIQUINHA,Privada,SAO PAULO,AGUA RASA,RUA PROFESSOR RAUL BRIQUET,220,VILA LIBANESA,3193040,29659575,,CAPSAV@UOL.COM.BR,Em Atividade,Não,Não,Não,Sim,Sim,Sim,Não,Sim,Não,Não,,Não,Não,Sim,Não,Sim,Não,Sim,Sim,Não,Não,Não,Sim,Não,7,7,Não,Não,25,Sim,Sim,Possui,Sim,8,7,Sim,Sim,Não,Sim,Sim,Não,1,147,Privada,Filantropica,
35182321,-46.5564,-23.5675,CR P CONV MARIA APARECIDA SICA MAE DOCA - UN I,Privada,SAO PAULO,AGUA RASA,RUA NOSSA SENHORA DOS ANJOS,717,CHACARA MAFALDA,3370055,26749211,26748900,ADM@CASADAEDITINHA.ORG.BR,Em Atividade,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,,Não,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Não,Sim,Não,6,6,Não,Não,24,Sim,Sim,Possui,Sim,6,0,Sim,Sim,Sim,Sim,Sim,Não,1,144,Privada,Filantropica,
35182333,-46.5221,-23.5782,CEI INDIR JARDIM SANTO EDUARDO,Privada,SAO PAULO,ARICANDUVA,LOURENCO SILVA ARAUJO E AMAZONAS,275,PARQUE SANTO EDUARDO,3384010,27245131,,CRECHE3@CAPSNOSSOLAR.ORG.BR,Em Atividade,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,,Não,Sim,Não,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Não,9,9,Não,Sim,31,Sim,Sim,Possui,Sim,2,0,Sim,Sim,Não,Sim,Sim,Não,1,165,Privada,Filantropica,
35182345,-46.50544099,-23.58556391,CEI INDIR ANA MARIA NACINOVIC CORREA,Privada,SAO PAULO,ARICANDUVA,RUFINO FERNANDES INIVARRI,400,CONJUNTO HABITACIONAL BARREIRA GRANDE,3907020,27223163,27223163,CRECHE4@CAPSNOSSOLAR.ORG.BR,Em Atividade,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,,Não,Não,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Não,9,9,Não,Sim,29,Sim,Sim,Possui,Sim,2,0,Sim,Sim,Não,Sim,Não,Não,1,161,Privada,Filantropica,
35182357,-46.5844,-23.5473,CEI INDIR BELEM,Privada,SAO PAULO,BELEM,RUA LIMONITA,29,QUARTA PARADA,3177110,28727999,,,Em Atividade,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,,Não,Não,Sim,Não,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Não,10,10,Não,Não,18,Sim,Sim,Não possui,Sim,2,0,Sim,Sim,Não,Sim,Sim,Não,1,178,Privada,Filantropica,
35182370,-46.6001,-23.5354,CR P CONV LEAOZINHO,Privada,SAO PAULO,BELEM,RUA RODRIGO DE MENEZES,62,CATUMBI,3020040,26936981,,ROSANAVIARO@GLOBO.COM,Em Atividade,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,,Não,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Sim,Não,5,5,Não,Não,16,Sim,Sim,Possui,Sim,2,0,Sim,Sim,Não,Sim,Não,Não,1,80,Privada,Filantropica,
35182382,-46.6018,-23.5391,CR P CONV SAO FRANCISCO DE ASSIS,Privada,SAO PAULO,BELEM,RUA DOUTOR SILVA LEME,137,BRAS,3047020,26949076,26949076,CRECHESFA84@YAHOO.COM.BR,Em Atividade,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,,Não,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não,Sim,Não,5,5,Não,Não,17,Sim,Sim,Possui,Sim,1,0,Sim,Sim,Não,Sim,Sim,Não,1,107,Privada,Filantropica,
35182394,-46.54817038,-23.54393853,CR P CONV SAO JOAO BATISTA,Privada,SAO PAULO,CARRAO,CORONEL MARQUES,100,VILA NOVA MANCHESTER,3440005,22967464,22967464,FAADIBRUNO@TERRA.COM.BR,Em Atividade,Sim,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,12,10,Sim,Não,38,Sim,Sim,Possui,Sim,12,7,Sim,Sim,Sim,Sim,Sim,Não,1,239,Privada,Filantropica,
35182400,-46.53062682,-23.5560574,CR P CONV MA-MA,Privada,SAO PAULO,CARRAO,RUA JOAO VIEIRA PRIOSTI,1815,VILA CARRAO,3429000,27811331,27811331,CRECHEMAMA@GMAIL.COM,Em Atividade,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,,Não,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Não,11,11,Não,Não,28,Sim,Sim,Possui,Sim,2,0,Sim,Sim,Sim,Sim,Sim,Não,1,192,Privada,Filantropica,
35182412,-46.52982875,-23.55747707,CR P CONV SANTA RITA,Privada,SAO PAULO,CARRAO,RUA FRANCISCA DE PAULA,469,VILA CARRAO,3436000,27813555,27813555,ANEIR@CRECHESANTARITA.COM.BR,Em Atividade,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Não,30,30,Não,Não,58,Sim,Sim,Possui,Sim,4,0,Não,Sim,Não,Sim,Sim,Não,1,395,Privada,Filantropica,
35182424,-46.5354,-23.5436,CR P CONV MEIMEI,Privada,SAO PAULO,CARRAO,JOSE OLHER,66 A,VILA NOVA MANCHESTER,3444100,22956681,,MEIMEIFRATERNO@TERRA.COM.BR,Em Atividade,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,,Não,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Não,14,14,Sim,Não,38,Sim,Sim,Possui,Sim,3,0,Sim,Sim,Não,Sim,Não,Não,1,229,Privada,Filantropica,
35182448,-46.5415,-23.5501,CR P CONV BENCAO E PAZ,Privada,SAO PAULO,CARRAO,RENATO RINALDI,517,VILA CARRAO,3426000,20913979,,BENCAODEPAZ@UOL.COM.BR,Em Atividade,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,,Não,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Não,10,10,Não,Não,22,Sim,Sim,Possui,Sim,2,0,Sim,Sim,Sim,Sim,Sim,Não,1,140,Privada,Filantropica,
35182459,-46.5543,-23.5399,CR P CONV ESPACO CRIANCA REVERENDO EZEQUIAS DOS SANTOS,Privada,SAO PAULO,CARRAO,DIAMANTE PRETO,533,CHACARA CALIFORNIA,3405000,20939640,20939640,ASAF_CONTATO@HOTMAIL.COM,Em Atividade,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,,Não,Não,Não,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Não,8,8,Sim,Não,13,Sim,Sim,Não possui,Sim,3,0,Sim,Sim,Sim,Sim,Sim,Não,1,66,Privada,Filantropica,
35182473,-46.5321,-23582,CEI INDIR ORLANDO IAZZETTI DEP,Privada,SAO PAULO,VILA FORMOSA,BARRA DO CAMARAGIBE,160,CAPAO DO EMBIRA,3383120,21155896,21155896,CRECHE6@CAPSNOSSOLAR.ORG.BR,Em Atividade,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,7,7,Não,Sim,26,Sim,Sim,Possui,Sim,2,0,Sim,Sim,Não,Sim,Sim,Não,1,148,Privada,Filantropica,
35182485,-46.5497,-23.5692,CEI INDIR NS SRA SAGRADO CORACAO,Privada,SAO PAULO,VILA FORMOSA,PRACA LEAO X,51,VILA FORMOSA,3359020,29103205,29103205,CORACAOSAGRADO@BOL.COM.BR,Em Atividade,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,,Não,Não,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Não,7,7,Não,Sim,24,Sim,Sim,Possui,Sim,2,0,Sim,Sim,Não,Sim,Não,Não,1,154,Privada,Filantropica,
